revol_bal,home_ownership,verification_status,emp_length,dti,annual_inc,output
4100,MORTGAGE,Verified,10,12.55,66262.0,Non-Defaulters
12556,RENT,Verified,2,4.47,90000.0,Non-Defaulters
13816,RENT,Verified,7,12.92,145000.0,Defaulters
7443,MORTGAGE,Not Verified,10,13.08,100000.0,Non-Defaulters
9420,RENT,Verified,10,26.33,50000.0,Non-Defaulters
29072,RENT,Source Verified,2,8.22,250000.0,Defaulters
2387,RENT,Not Verified,2,4.28,32000.0,Non-Defaulters
13865,RENT,Not Verified,6,26.91,50000.0,Non-Defaulters
6736,MORTGAGE,Source Verified,10,12.49,48000.0,Non-Defaulters
206856,MORTGAGE,Not Verified,10,29.19,72000.0,Non-Defaulters
3180,MORTGAGE,Source Verified,1,2.25,78000.0,Non-Defaulters
5260,MORTGAGE,Not Verified,1,5.82,76400.0,Non-Defaulters
6736,MORTGAGE,Source Verified,3,21.08,55000.0,Non-Defaulters
6214,RENT,Not Verified,4,13.18,58000.0,Non-Defaulters
97164,MORTGAGE,Source Verified,1,13.99,245000.0,Defaulters
4745,MORTGAGE,Source Verified,6,23.91,60000.0,Non-Defaulters
38431,MORTGAGE,Verified,10,26.34,90000.0,Non-Defaulters
10328,RENT,Not Verified,5,8.64,60000.0,Non-Defaulters
21630,MORTGAGE,Verified,5,19.73,52000.0,Non-Defaulters
2304,MORTGAGE,Verified,1,8.73,149500.0,Non-Defaulters
7715,MORTGAGE,Verified,10,11.06,115000.0,Defaulters
65776,MORTGAGE,Source Verified,3,29.18,75000.0,Defaulters
11829,RENT,Source Verified,10,25.65,43000.0,Non-Defaulters
9499,RENT,Not Verified,1,17.89,32000.0,Defaulters
25715,RENT,Verified,3,16.26,65000.0,Non-Defaulters
26934,MORTGAGE,Not Verified,2,15.91,80000.0,Non-Defaulters
23792,RENT,Verified,9,30.17,58000.0,Non-Defaulters
1274,MORTGAGE,Source Verified,1,4.01,90000.0,Non-Defaulters
5504,RENT,Not Verified,4,12.28,106000.0,Defaulters
12907,RENT,Not Verified,2,12.25,95000.0,Non-Defaulters
0,RENT,Not Verified,,0.0,15000.0,Defaulters
9639,RENT,Source Verified,4,8.96,110000.0,Non-Defaulters
5723,RENT,Verified,1,13.86,66000.0,Defaulters
8064,RENT,Source Verified,1,28.45,120000.0,Non-Defaulters
7958,RENT,Verified,3,10.5,40000.0,Non-Defaulters
5796,MORTGAGE,Not Verified,2,15.79,65000.0,Non-Defaulters
35775,RENT,Verified,3,13.74,200000.0,Non-Defaulters
34886,MORTGAGE,Verified,10,15.9,119000.0,Non-Defaulters
1470,RENT,Verified,,24.77,15600.0,Non-Defaulters
5329,OWN,Source Verified,4,8.83,25000.0,Non-Defaulters
13048,RENT,Verified,10,25.23,72000.0,Non-Defaulters
6104,RENT,Not Verified,7,12.38,32000.0,Defaulters
6624,RENT,Source Verified,3,16.88,39600.0,Non-Defaulters
10078,OWN,Source Verified,3,13.6,60000.0,Non-Defaulters
11507,OWN,Source Verified,4,16.96,32698.0,Non-Defaulters
5473,OWN,Verified,10,33.49,43000.0,Non-Defaulters
3917,OWN,Verified,10,22.22,60000.0,Non-Defaulters
17685,RENT,Source Verified,8,22.47,44000.0,Defaulters
17805,OWN,Source Verified,2,22.16,29900.0,Defaulters
1352,MORTGAGE,Not Verified,3,6.3,60000.0,Non-Defaulters
17,RENT,Source Verified,2,9.95,95000.0,Non-Defaulters
20071,OWN,Not Verified,10,14.29,110000.0,Defaulters
7284,RENT,Verified,8,29.97,35000.0,Defaulters
19709,MORTGAGE,Not Verified,10,25.17,106000.0,Non-Defaulters
69853,MORTGAGE,Source Verified,2,22.51,130000.0,Non-Defaulters
4609,RENT,Not Verified,4,21.83,42000.0,Non-Defaulters
10433,RENT,Not Verified,3,10.67,33640.0,Non-Defaulters
27681,MORTGAGE,Source Verified,6,18.84,92604.0,Non-Defaulters
23394,OWN,Not Verified,1,20.09,35000.0,Non-Defaulters
5348,MORTGAGE,Verified,10,10.48,63000.0,Non-Defaulters
7051,RENT,Source Verified,10,5.5,83200.0,Non-Defaulters
15082,MORTGAGE,Not Verified,1,15.91,71500.0,Non-Defaulters
7595,RENT,Not Verified,1,23.64,63000.0,Non-Defaulters
9598,MORTGAGE,Source Verified,1,16.22,35000.0,Non-Defaulters
9070,OWN,Not Verified,4,23.52,86570.0,Non-Defaulters
6854,RENT,Verified,10,22.58,39000.0,Non-Defaulters
3005,RENT,Source Verified,1,12.47,18000.0,Non-Defaulters
4240,MORTGAGE,Verified,10,2.06,95000.0,Non-Defaulters
3640,RENT,Not Verified,8,12.0,95000.0,Non-Defaulters
21084,MORTGAGE,Source Verified,10,22.71,81768.0,Non-Defaulters
14359,MORTGAGE,Not Verified,8,21.88,78000.0,Defaulters
30381,MORTGAGE,Verified,10,16.49,80000.0,Non-Defaulters
12941,RENT,Verified,6,8.15,79500.0,Non-Defaulters
19033,MORTGAGE,Verified,10,21.23,40000.0,Non-Defaulters
360,RENT,Not Verified,3,2.0,24000.0,Non-Defaulters
2163,RENT,Source Verified,3,11.76,45000.0,Defaulters
9287,MORTGAGE,Source Verified,6,8.34,62004.0,Non-Defaulters
8424,MORTGAGE,Verified,9,22.71,46873.0,Non-Defaulters
5173,MORTGAGE,Verified,10,2.72,125000.0,Non-Defaulters
8642,MORTGAGE,Verified,10,19.69,60000.0,Non-Defaulters
30884,MORTGAGE,Not Verified,10,16.57,84000.0,Non-Defaulters
4415,RENT,Not Verified,5,2.46,57000.0,Non-Defaulters
11480,RENT,Source Verified,4,29.58,65000.0,Non-Defaulters
14634,RENT,Source Verified,2,17.6,42000.0,Non-Defaulters
9356,RENT,Not Verified,5,10.15,35000.0,Defaulters
26762,MORTGAGE,Verified,,18.82,104000.0,Non-Defaulters
306,RENT,Verified,1,0.75,80000.0,Defaulters
1146,RENT,Source Verified,1,26.88,30000.0,Non-Defaulters
13068,RENT,Verified,10,24.62,42120.0,Non-Defaulters
6707,MORTGAGE,Not Verified,8,17.15,58000.0,Defaulters
12382,MORTGAGE,Verified,10,12.72,55000.0,Defaulters
23107,OWN,Not Verified,,17.48,57600.0,Non-Defaulters
11574,MORTGAGE,Verified,10,23.34,85000.0,Non-Defaulters
1860,RENT,Source Verified,10,10.64,39600.0,Non-Defaulters
15421,MORTGAGE,Source Verified,1,22.54,55000.0,Non-Defaulters
13437,RENT,Not Verified,2,22.87,35000.0,Non-Defaulters
4142,MORTGAGE,Not Verified,3,2.51,65000.0,Defaulters
18417,MORTGAGE,Verified,6,29.71,37000.0,Non-Defaulters
7726,RENT,Verified,10,11.47,68000.0,Non-Defaulters
15021,RENT,Source Verified,4,10.39,117000.0,Non-Defaulters
41592,MORTGAGE,Verified,10,13.27,275000.0,Non-Defaulters
8172,RENT,Source Verified,1,8.4,25000.0,Non-Defaulters
9917,OWN,Not Verified,2,23.86,52000.0,Non-Defaulters
8245,RENT,Verified,1,10.03,25000.0,Defaulters
1533,RENT,Verified,1,9.68,150000.0,Defaulters
7319,MORTGAGE,Source Verified,5,7.2,32004.0,Non-Defaulters
10592,MORTGAGE,Not Verified,9,21.41,74000.0,Non-Defaulters
5796,RENT,Not Verified,3,17.95,64052.0,Non-Defaulters
6416,MORTGAGE,Source Verified,10,6.4,95000.0,Non-Defaulters
15664,RENT,Verified,10,24.3,60000.0,Non-Defaulters
9577,MORTGAGE,Not Verified,6,26.22,38452.96,Non-Defaulters
15720,MORTGAGE,Not Verified,6,10.03,107004.0,Non-Defaulters
55525,MORTGAGE,Verified,,15.29,70000.0,Non-Defaulters
88259,MORTGAGE,Not Verified,10,35.61,110000.0,Non-Defaulters
21217,RENT,Verified,6,31.92,40000.0,Non-Defaulters
11617,RENT,Verified,4,11.39,47000.0,Non-Defaulters
5421,RENT,Not Verified,10,3.2,42000.0,Non-Defaulters
37156,MORTGAGE,Verified,10,24.59,67000.0,Non-Defaulters
4089,RENT,Not Verified,4,13.65,28496.0,Defaulters
1949,RENT,Verified,1,18.77,40000.0,Non-Defaulters
19401,MORTGAGE,Verified,5,27.91,35000.0,Non-Defaulters
41820,RENT,Source Verified,5,17.71,115000.0,Non-Defaulters
0,RENT,Not Verified,1,13.41,75800.0,Non-Defaulters
8726,MORTGAGE,Verified,10,20.63,80000.0,Defaulters
273,MORTGAGE,Source Verified,1,0.71,33800.0,Defaulters
17563,RENT,Not Verified,10,15.92,53000.0,Non-Defaulters
11518,RENT,Source Verified,9,18.07,37000.0,Non-Defaulters
8816,OWN,Source Verified,1,7.63,45000.0,Non-Defaulters
4582,RENT,Source Verified,9,10.08,60000.0,Non-Defaulters
12492,MORTGAGE,Verified,10,19.61,55000.0,Non-Defaulters
8784,OWN,Source Verified,2,31.98,56000.0,Non-Defaulters
3952,MORTGAGE,Verified,9,8.31,125000.0,Non-Defaulters
27823,MORTGAGE,Verified,10,34.19,90000.0,Non-Defaulters
34823,OWN,Verified,10,14.63,94507.0,Non-Defaulters
5961,MORTGAGE,Verified,10,8.47,34000.0,Non-Defaulters
5041,RENT,Verified,2,10.91,45000.0,Defaulters
38900,OWN,Verified,10,29.92,60000.0,Non-Defaulters
13731,RENT,Not Verified,4,17.79,57996.0,Non-Defaulters
17333,RENT,Verified,10,20.2,77000.0,Non-Defaulters
33498,MORTGAGE,Source Verified,10,27.52,70000.0,Non-Defaulters
10593,RENT,Source Verified,1,18.54,40000.0,Non-Defaulters
11833,MORTGAGE,Not Verified,8,12.37,26000.0,Non-Defaulters
1849,MORTGAGE,Verified,10,10.94,53000.0,Non-Defaulters
13893,RENT,Source Verified,8,26.67,49000.0,Non-Defaulters
4176,RENT,Source Verified,,3.82,50000.0,Non-Defaulters
3917,RENT,Source Verified,10,10.44,55000.0,Non-Defaulters
8511,RENT,Verified,,6.05,128000.0,Defaulters
12274,MORTGAGE,Not Verified,10,6.55,140000.0,Non-Defaulters
4593,RENT,Not Verified,1,20.0,60000.0,Non-Defaulters
28536,MORTGAGE,Verified,10,10.4,90000.0,Non-Defaulters
61864,MORTGAGE,Source Verified,10,20.22,180000.0,Non-Defaulters
16468,MORTGAGE,Source Verified,10,16.8,75000.0,Non-Defaulters
3348,MORTGAGE,Verified,5,8.46,65000.0,Defaulters
27813,RENT,Source Verified,7,21.34,60166.89,Non-Defaulters
10766,OWN,Source Verified,1,24.78,24600.0,Non-Defaulters
21042,MORTGAGE,Verified,7,29.21,61000.0,Non-Defaulters
4232,OWN,Not Verified,9,14.9,93000.0,Non-Defaulters
6674,MORTGAGE,Not Verified,1,1.99,79000.0,Non-Defaulters
45355,MORTGAGE,Verified,8,11.02,155000.0,Non-Defaulters
25032,RENT,Source Verified,1,23.6,50000.0,Non-Defaulters
9478,MORTGAGE,Verified,1,32.48,47592.0,Defaulters
20270,MORTGAGE,Not Verified,10,25.81,116000.0,Non-Defaulters
4242,MORTGAGE,Not Verified,,16.21,65382.0,Non-Defaulters
8757,RENT,Source Verified,5,6.31,50000.0,Non-Defaulters
27828,RENT,Verified,10,21.92,49000.0,Defaulters
24705,MORTGAGE,Verified,10,29.56,60320.0,Defaulters
19572,MORTGAGE,Source Verified,10,25.6,98000.0,Defaulters
1061,MORTGAGE,Verified,2,12.35,46560.0,Non-Defaulters
31353,RENT,Verified,10,29.38,60000.0,Non-Defaulters
11511,MORTGAGE,Verified,10,8.95,46000.0,Non-Defaulters
11423,RENT,Source Verified,3,15.16,63000.0,Non-Defaulters
22302,MORTGAGE,Verified,10,20.72,38000.0,Non-Defaulters
20245,RENT,Source Verified,1,10.91,74000.0,Non-Defaulters
9911,OWN,Verified,7,3.35,101000.0,Defaulters
7958,MORTGAGE,Source Verified,3,11.76,30000.0,Non-Defaulters
5763,MORTGAGE,Not Verified,10,19.81,49000.0,Non-Defaulters
16395,RENT,Source Verified,1,21.12,30000.0,Non-Defaulters
3315,MORTGAGE,Source Verified,2,1.32,92500.0,Defaulters
8072,MORTGAGE,Verified,3,11.05,68500.0,Non-Defaulters
20734,MORTGAGE,Verified,10,13.11,200000.0,Non-Defaulters
10705,MORTGAGE,Source Verified,10,10.89,56000.0,Non-Defaulters
10948,OWN,Not Verified,10,28.13,27000.0,Non-Defaulters
1054,RENT,Verified,10,11.39,58800.0,Non-Defaulters
101176,MORTGAGE,Source Verified,,8.6,75000.0,Non-Defaulters
20765,MORTGAGE,Verified,10,9.6,60000.0,Non-Defaulters
12346,RENT,Not Verified,1,11.92,30000.0,Non-Defaulters
5389,RENT,Source Verified,1,17.33,52000.0,Non-Defaulters
4607,MORTGAGE,Verified,7,23.07,50000.0,Non-Defaulters
639,OWN,Not Verified,8,13.93,38000.0,Non-Defaulters
14771,MORTGAGE,Verified,,9.41,40000.0,Non-Defaulters
26015,MORTGAGE,Verified,10,23.69,70000.0,Non-Defaulters
13946,MORTGAGE,Verified,10,7.97,126000.0,Defaulters
29383,RENT,Verified,8,27.73,42000.0,Non-Defaulters
13590,RENT,Not Verified,6,26.84,28000.0,Non-Defaulters
23822,OWN,Verified,2,11.75,140000.0,Non-Defaulters
14284,RENT,Not Verified,2,21.42,38000.0,Non-Defaulters
6004,MORTGAGE,Source Verified,1,12.01,159000.0,Non-Defaulters
13499,MORTGAGE,Verified,,9.72,30000.0,Non-Defaulters
7853,MORTGAGE,Not Verified,2,10.69,85000.0,Non-Defaulters
13408,RENT,Verified,3,13.77,44500.0,Non-Defaulters
14189,RENT,Not Verified,3,3.78,85000.0,Non-Defaulters
11615,MORTGAGE,Not Verified,10,9.16,51000.0,Non-Defaulters
10171,RENT,Verified,9,5.41,45000.0,Non-Defaulters
4856,RENT,Not Verified,6,10.92,82000.0,Non-Defaulters
32629,MORTGAGE,Source Verified,1,13.55,82260.0,Non-Defaulters
7151,MORTGAGE,Not Verified,10,4.68,60000.0,Non-Defaulters
7575,RENT,Source Verified,10,13.31,89000.0,Non-Defaulters
44868,MORTGAGE,Verified,10,32.1,79000.0,Non-Defaulters
8813,RENT,Source Verified,4,19.59,40000.0,Non-Defaulters
3168,RENT,Verified,10,11.03,32000.0,Non-Defaulters
11213,MORTGAGE,Verified,5,20.37,166000.0,Non-Defaulters
4362,MORTGAGE,Verified,7,20.13,45000.0,Defaulters
15640,MORTGAGE,Not Verified,4,16.25,80000.0,Non-Defaulters
3934,RENT,Not Verified,5,7.37,38000.0,Non-Defaulters
6677,RENT,Source Verified,3,24.05,50000.0,Non-Defaulters
8179,RENT,Not Verified,1,5.04,35000.0,Non-Defaulters
10244,MORTGAGE,Source Verified,10,17.17,45000.0,Non-Defaulters
21470,MORTGAGE,Verified,2,13.22,50000.0,Non-Defaulters
28434,MORTGAGE,Source Verified,10,8.78,138000.0,Non-Defaulters
13940,MORTGAGE,Not Verified,1,11.12,52000.0,Non-Defaulters
11901,RENT,Verified,10,6.43,70000.0,Non-Defaulters
629,RENT,Source Verified,3,1.45,29000.0,Non-Defaulters
10682,MORTGAGE,Verified,6,17.47,78849.0,Non-Defaulters
11243,RENT,Not Verified,6,28.92,60000.0,Non-Defaulters
28317,MORTGAGE,Not Verified,10,16.3,48000.0,Non-Defaulters
14411,RENT,Verified,1,18.16,60000.0,Non-Defaulters
10478,RENT,Not Verified,8,16.56,70000.0,Non-Defaulters
10191,RENT,Source Verified,1,32.27,26000.0,Defaulters
17734,RENT,Source Verified,1,23.03,42000.0,Defaulters
3157,OWN,Not Verified,1,15.16,27000.0,Non-Defaulters
20334,MORTGAGE,Verified,10,4.47,200000.0,Non-Defaulters
235769,MORTGAGE,Verified,9,16.18,104000.0,Non-Defaulters
905,MORTGAGE,Not Verified,4,2.31,39000.0,Non-Defaulters
8460,MORTGAGE,Verified,5,17.37,90000.0,Non-Defaulters
62059,MORTGAGE,Verified,10,30.46,95000.0,Non-Defaulters
35794,MORTGAGE,Verified,10,26.72,174196.0,Non-Defaulters
13794,MORTGAGE,Verified,8,13.27,50000.0,Non-Defaulters
2039,RENT,Verified,5,4.48,48000.0,Non-Defaulters
10386,MORTGAGE,Source Verified,4,19.94,40320.0,Non-Defaulters
11406,MORTGAGE,Source Verified,6,12.37,50000.0,Non-Defaulters
5462,RENT,Not Verified,4,7.92,75000.0,Non-Defaulters
7380,RENT,Not Verified,3,19.76,41000.0,Non-Defaulters
1153,MORTGAGE,Not Verified,2,16.87,50000.0,Non-Defaulters
2327,MORTGAGE,Not Verified,10,7.69,112000.0,Non-Defaulters
29430,RENT,Not Verified,1,29.83,60000.0,Non-Defaulters
22244,MORTGAGE,Verified,10,29.29,62000.0,Defaulters
26160,MORTGAGE,Not Verified,10,20.35,72000.0,Non-Defaulters
107404,MORTGAGE,Not Verified,9,23.39,120000.0,Defaulters
8014,MORTGAGE,Verified,3,3.41,75000.0,Non-Defaulters
1506,RENT,Source Verified,1,3.66,20000.0,Defaulters
5525,MORTGAGE,Not Verified,10,9.18,130000.0,Non-Defaulters
28051,OWN,Verified,1,9.49,210000.0,Non-Defaulters
9335,RENT,Verified,10,12.36,40000.0,Non-Defaulters
41351,MORTGAGE,Verified,10,27.49,77000.0,Non-Defaulters
4299,RENT,Not Verified,5,16.14,53000.0,Non-Defaulters
12485,OWN,Not Verified,10,17.98,73000.0,Non-Defaulters
20943,MORTGAGE,Verified,1,22.38,40000.0,Non-Defaulters
8111,RENT,Source Verified,6,12.4,30000.0,Non-Defaulters
27004,MORTGAGE,Not Verified,5,6.56,100000.0,Non-Defaulters
21075,MORTGAGE,Not Verified,9,11.74,73000.0,Non-Defaulters
27494,MORTGAGE,Source Verified,5,27.2,59000.0,Non-Defaulters
7795,OWN,Not Verified,1,17.22,40000.0,Non-Defaulters
10688,RENT,Source Verified,4,6.24,48500.0,Non-Defaulters
12438,RENT,Verified,8,14.03,98633.6,Non-Defaulters
20761,OWN,Verified,10,17.1,52988.0,Defaulters
16758,RENT,Source Verified,10,9.82,33000.0,Defaulters
3971,OWN,Verified,10,22.45,59000.0,Non-Defaulters
19187,OWN,Not Verified,10,29.64,60000.0,Defaulters
7086,RENT,Not Verified,10,10.51,71000.0,Non-Defaulters
3777,MORTGAGE,Verified,9,10.88,80000.0,Non-Defaulters
11115,RENT,Not Verified,2,16.11,47000.0,Non-Defaulters
7245,RENT,Source Verified,10,4.31,86400.0,Non-Defaulters
0,RENT,Not Verified,1,8.1,60000.0,Non-Defaulters
177,RENT,Not Verified,1,0.96,24960.0,Defaulters
13198,RENT,Verified,8,4.76,88224.0,Non-Defaulters
15230,MORTGAGE,Not Verified,10,10.14,93000.0,Defaulters
19861,MORTGAGE,Not Verified,10,11.43,50000.0,Non-Defaulters
11161,OWN,Verified,10,26.03,106000.0,Non-Defaulters
26485,MORTGAGE,Verified,,8.64,70000.0,Non-Defaulters
8752,OWN,Verified,,28.39,25000.0,Non-Defaulters
34842,MORTGAGE,Verified,6,24.1,80000.0,Non-Defaulters
1876,OWN,Verified,,23.3,20000.0,Non-Defaulters
3562,RENT,Verified,10,27.08,60000.0,Non-Defaulters
10664,RENT,Verified,5,13.82,29000.0,Defaulters
7592,MORTGAGE,Source Verified,4,8.2,130000.0,Non-Defaulters
21850,MORTGAGE,Source Verified,10,24.57,42000.0,Non-Defaulters
8744,MORTGAGE,Source Verified,10,4.91,64800.0,Non-Defaulters
5711,RENT,Source Verified,3,17.18,16000.0,Non-Defaulters
10138,MORTGAGE,Verified,6,17.2,70000.0,Defaulters
12050,RENT,Source Verified,10,8.35,75000.0,Non-Defaulters
4984,MORTGAGE,Verified,3,27.49,33000.0,Non-Defaulters
14066,RENT,Source Verified,7,9.66,81650.0,Non-Defaulters
7679,MORTGAGE,Source Verified,10,13.74,47000.0,Non-Defaulters
12792,RENT,Verified,4,19.45,72000.0,Non-Defaulters
20971,RENT,Not Verified,8,22.45,35700.0,Defaulters
10623,OWN,Verified,10,10.11,60000.0,Non-Defaulters
13576,RENT,Verified,10,18.95,120000.0,Non-Defaulters
5361,MORTGAGE,Verified,5,15.86,42000.0,Non-Defaulters
6646,MORTGAGE,Source Verified,4,14.12,80000.0,Non-Defaulters
2076,MORTGAGE,Source Verified,5,1.3,62000.0,Non-Defaulters
8122,RENT,Not Verified,3,4.38,63000.0,Non-Defaulters
10932,MORTGAGE,Source Verified,10,7.97,62000.0,Non-Defaulters
18108,MORTGAGE,Verified,1,22.78,56000.0,Non-Defaulters
15296,MORTGAGE,Not Verified,10,15.35,203168.0,Non-Defaulters
9354,MORTGAGE,Verified,10,26.86,79200.0,Non-Defaulters
31983,MORTGAGE,Verified,5,22.71,90000.0,Non-Defaulters
4745,MORTGAGE,Source Verified,9,27.32,88504.0,Non-Defaulters
5236,RENT,Source Verified,4,7.08,54600.0,Non-Defaulters
6021,RENT,Verified,1,18.64,87805.0,Non-Defaulters
1108,MORTGAGE,Not Verified,,0.85,31200.0,Non-Defaulters
8975,RENT,Source Verified,2,29.79,44000.0,Non-Defaulters
39854,MORTGAGE,Source Verified,8,21.43,120000.0,Non-Defaulters
37159,MORTGAGE,Verified,8,16.86,115000.0,Non-Defaulters
9267,OWN,Source Verified,8,5.09,62895.38,Non-Defaulters
3271,RENT,Source Verified,4,23.5,24000.0,Non-Defaulters
11476,RENT,Not Verified,4,14.02,41000.0,Non-Defaulters
3292,MORTGAGE,Verified,6,8.11,82000.0,Non-Defaulters
21160,MORTGAGE,Verified,10,24.32,118000.0,Non-Defaulters
31889,MORTGAGE,Source Verified,10,10.03,84000.0,Non-Defaulters
21550,RENT,Not Verified,2,19.1,40000.0,Non-Defaulters
5213,RENT,Verified,2,18.89,42000.0,Defaulters
13421,RENT,Verified,4,33.54,60000.0,Defaulters
10524,MORTGAGE,Source Verified,10,15.67,54600.0,Non-Defaulters
4752,RENT,Not Verified,3,22.52,34000.0,Non-Defaulters
7410,MORTGAGE,Source Verified,1,12.22,61000.0,Non-Defaulters
12313,MORTGAGE,Source Verified,9,15.83,40000.0,Defaulters
12257,RENT,Verified,1,17.7,48000.0,Defaulters
12968,RENT,Source Verified,10,10.8,42000.0,Non-Defaulters
16616,MORTGAGE,Verified,10,25.61,73000.0,Defaulters
14531,MORTGAGE,Not Verified,3,20.76,63000.0,Non-Defaulters
10999,RENT,Source Verified,1,30.25,82000.0,Non-Defaulters
11805,OWN,Source Verified,10,26.89,35000.0,Non-Defaulters
6465,RENT,Not Verified,2,10.72,90000.0,Non-Defaulters
2867,RENT,Verified,5,6.61,152736.0,Non-Defaulters
12925,RENT,Not Verified,4,14.04,56000.0,Non-Defaulters
33149,OWN,Source Verified,10,20.52,92000.0,Non-Defaulters
2482,MORTGAGE,Verified,6,11.64,120000.0,Defaulters
26609,RENT,Verified,10,31.92,63000.0,Non-Defaulters
5697,OWN,Verified,,9.89,21600.0,Non-Defaulters
12293,RENT,Source Verified,5,29.89,28020.0,Non-Defaulters
3600,MORTGAGE,Not Verified,7,14.85,48000.0,Non-Defaulters
30155,MORTGAGE,Not Verified,5,18.14,87000.0,Non-Defaulters
166942,MORTGAGE,Verified,10,17.89,90000.0,Non-Defaulters
4843,MORTGAGE,Verified,9,17.07,75000.0,Non-Defaulters
17122,RENT,Not Verified,6,16.84,93400.0,Non-Defaulters
26599,MORTGAGE,Source Verified,10,10.81,102000.0,Non-Defaulters
12710,RENT,Not Verified,8,22.43,39800.0,Defaulters
25736,MORTGAGE,Not Verified,10,18.64,100000.0,Non-Defaulters
5002,RENT,Not Verified,6,3.1,60000.0,Non-Defaulters
32879,MORTGAGE,Verified,10,15.7,82000.0,Non-Defaulters
14625,RENT,Not Verified,10,10.66,85000.0,Non-Defaulters
11391,RENT,Verified,10,13.45,86600.0,Non-Defaulters
22322,MORTGAGE,Not Verified,2,11.55,130000.0,Non-Defaulters
23933,MORTGAGE,Source Verified,1,5.12,125000.0,Non-Defaulters
1581,MORTGAGE,Verified,10,8.96,110000.0,Non-Defaulters
24139,MORTGAGE,Verified,10,22.57,130000.0,Non-Defaulters
116532,MORTGAGE,Not Verified,2,12.8,275004.0,Non-Defaulters
1829,MORTGAGE,Verified,10,7.1,95000.0,Non-Defaulters
10289,RENT,Source Verified,9,15.29,69000.0,Non-Defaulters
14177,MORTGAGE,Not Verified,10,12.6,32000.0,Non-Defaulters
22059,MORTGAGE,Source Verified,4,18.51,185000.0,Non-Defaulters
16905,RENT,Not Verified,10,11.78,105000.0,Non-Defaulters
1693,MORTGAGE,Not Verified,7,1.42,87000.0,Non-Defaulters
2352,RENT,Not Verified,2,23.96,48000.0,Non-Defaulters
4780,MORTGAGE,Not Verified,2,18.15,40000.0,Defaulters
7194,RENT,Source Verified,10,17.29,65000.0,Non-Defaulters
16020,MORTGAGE,Verified,6,26.74,60000.0,Non-Defaulters
3991,RENT,Source Verified,7,20.51,56000.0,Non-Defaulters
9650,RENT,Source Verified,3,20.08,45600.0,Defaulters
7951,MORTGAGE,Source Verified,6,0.68,180000.0,Non-Defaulters
11457,RENT,Verified,,14.09,27000.0,Non-Defaulters
5163,RENT,Verified,,33.6,12000.0,Defaulters
15008,RENT,Source Verified,2,22.35,80000.0,Non-Defaulters
44152,MORTGAGE,Verified,10,21.76,124995.0,Non-Defaulters
41189,MORTGAGE,Verified,10,25.28,100000.0,Defaulters
1652,RENT,Source Verified,10,12.25,68500.0,Non-Defaulters
6854,MORTGAGE,Not Verified,10,24.65,78000.0,Non-Defaulters
2929,RENT,Not Verified,1,16.62,52000.0,Non-Defaulters
3474,RENT,Not Verified,1,17.97,78000.0,Non-Defaulters
91917,MORTGAGE,Verified,2,18.4,200000.0,Non-Defaulters
10842,MORTGAGE,Not Verified,10,19.75,60000.0,Non-Defaulters
10890,MORTGAGE,Source Verified,3,4.82,64000.0,Non-Defaulters
5089,MORTGAGE,Not Verified,10,12.18,85000.0,Non-Defaulters
17798,RENT,Verified,4,17.67,33000.0,Non-Defaulters
13287,OWN,Verified,5,16.44,72450.0,Non-Defaulters
12735,MORTGAGE,Not Verified,8,12.31,50000.0,Non-Defaulters
7222,MORTGAGE,Not Verified,9,11.17,72000.0,Non-Defaulters
15047,MORTGAGE,Verified,5,23.89,78000.0,Non-Defaulters
33070,MORTGAGE,Source Verified,10,30.16,72300.0,Non-Defaulters
16819,OWN,Verified,1,20.21,50000.0,Non-Defaulters
1883,RENT,Source Verified,1,11.63,65004.0,Non-Defaulters
2228,MORTGAGE,Not Verified,4,17.87,35000.0,Non-Defaulters
9142,MORTGAGE,Source Verified,10,16.53,35000.0,Non-Defaulters
6791,RENT,Verified,7,10.76,120000.0,Defaulters
8693,RENT,Verified,4,2.64,64000.0,Non-Defaulters
114516,MORTGAGE,Not Verified,10,8.65,99000.0,Non-Defaulters
9106,MORTGAGE,Not Verified,10,17.93,53000.0,Non-Defaulters
9370,OWN,Source Verified,3,24.85,48000.0,Defaulters
20451,RENT,Source Verified,6,20.24,50000.0,Non-Defaulters
4661,MORTGAGE,Not Verified,3,14.97,38000.0,Non-Defaulters
9546,RENT,Not Verified,6,15.6,32000.0,Non-Defaulters
